token,n,logprob_0
mag,45,-11.245514174555868
flout,11,-12.654281391527817
deputy,63,-10.909041937934655
posterity,9,-12.854952086989968
estonian,33,-11.555669102859706
disadvantage,44,-11.267987030407927
incendiary,17,-12.218963320269971
wilkes,8,-12.972735122646352
booth,23,-11.916682448397038
deceptive,47,-11.202029062616129
sentense,7,-13.106266515270875
technicality,33,-11.555669102859706
bolding,29,-11.684880834339713
conventional,114,-10.315978215931692
sampling,26,-11.794080126304705
buffoon,9,-12.854952086989968
languange,7,-13.106266515270875
tyler,56,-11.026824973591038
sector,92,-10.530388087277148
shiite,18,-12.161804906430023
hayden,11,-12.654281391527817
loco,22,-11.961134210967872
carrio,6,-13.260417195098132
overseas,70,-10.803681422276828
federally,11,-12.654281391527817
netherlands,134,-10.154336864375276
timestamps,13,-12.48722730686465
tutor,26,-11.794080126304705
chipper,3,-13.953564375658077
idoit,2,-14.359029483766243
spur,41,-11.33860459762188
apathy,8,-12.972735122646352
dross,5,-13.442738751892087
tempt,77,-10.708371242472504
puting,11,-12.654281391527817
gift,96,-10.487828472858352
jobless,4,-13.665882303206297
meth,7,-13.106266515270875
diseased,11,-12.654281391527817
tao,23,-11.916682448397038
peking,14,-12.41311933471093
inherently,113,-10.324788845613847
bureaucracy,37,-11.441258751681962
alarmist,7,-13.106266515270875
percentage,170,-9.916378227275926
panic,58,-10.991733653779768
macau,36,-11.468657725870077
gdp,75,-10.734688550789876
capita,29,-11.684880834339713
hdi,15,-12.344126463223978
strikethrough,7,-13.106266515270875
recitation,7,-13.106266515270875
resubmit,81,-10.657727509653748
ramone,35,-11.496828602836773
cooper,57,-11.009125396491637
nicki,13,-12.48722730686465
considerate,35,-11.496828602836773
construction,266,-9.468680355544489
arson,17,-12.218963320269971
yield,92,-10.530388087277148
bongwarrior,10,-12.749591571332141
bong,5,-13.442738751892087
orangemarlin,18,-12.161804906430023
milosevic,12,-12.567270014538186
wikipidia,7,-13.106266515270875
infantry,68,-10.83266895915008
gustafson,13,-12.48722730686465
elicit,18,-12.161804906430023
miz,9,-12.854952086989968
devoid,28,-11.719972154150984
doenst,10,-12.749591571332141
preschool,5,-13.442738751892087
sherlock,27,-11.756339798321859
noprint,47,-11.202029062616129
supressing,3,-13.953564375658077
akhilleus,4,-13.665882303206297
bombard,17,-12.218963320269971
adage,5,-13.442738751892087
manny,11,-12.654281391527817
nostalgia,4,-13.665882303206297
catchphrase,10,-12.749591571332141
artice,14,-12.41311933471093
eisenhower,17,-12.218963320269971
literaly,4,-13.665882303206297
chic,7,-13.106266515270875
swell,25,-11.833300839457987
theorys,10,-12.749591571332141
honda,29,-11.684880834339713
toyota,17,-12.218963320269971
wary,36,-11.468657725870077
creole,5,-13.442738751892087
fluently,15,-12.344126463223978
rice,68,-10.83266895915008
fanclub,5,-13.442738751892087
solaris,8,-12.972735122646352
backdrop,7,-13.106266515270875
mysterious,62,-10.925042279281096
surface,257,-9.503100579430967
stricken,20,-12.056444390772196
explicitely,6,-13.260417195098132
wikipolicy,14,-12.41311933471093
unified,70,-10.803681422276828
trys,5,-13.442738751892087
pe,23,-11.916682448397038
thrash,45,-11.245514174555868
crow,66,-10.862521922299761
ernesto,6,-13.260417195098132
dominican,57,-11.009125396491637
cuny,5,-13.442738751892087
collin,12,-12.567270014538186
powell,15,-12.344126463223978
dominicans,12,-12.567270014538186
suffix,51,-11.120351031601862
hoy,8,-12.972735122646352
aspx,114,-10.315978215931692
viking,74,-10.748111571122017
sammy,28,-11.719972154150984
platanogenius,5,-13.442738751892087
hypocrit,2,-14.359029483766243
gush,13,-12.48722730686465
blitz,13,-12.48722730686465
stark,36,-11.468657725870077
inconvenience,79,-10.682728811859166
preparation,64,-10.893293580966516
juice,32,-11.586440761526461
talentless,2,-14.359029483766243
designate,122,-10.24815561959293
stil,11,-12.654281391527817
editwar,11,-12.654281391527817
sensical,5,-13.442738751892087
verbal,122,-10.24815561959293
symbolic,45,-11.245514174555868
100th,22,-11.961134210967872
discern,32,-11.586440761526461
sponge,9,-12.854952086989968
distraction,37,-11.441258751681962
farrakhan,6,-13.260417195098132
sized,49,-11.160356366215561
jurassic,12,-12.567270014538186
approximate,39,-11.38861501819654
moor,23,-11.916682448397038
afrocentric,26,-11.794080126304705
yucatan,6,-13.260417195098132
peninsula,80,-10.670150029652305
cleopatra,8,-12.972735122646352
salvador,53,-11.081884750774066
actuall,5,-13.442738751892087
venn,6,-13.260417195098132
diagram,156,-10.00232065707665
intersting,7,-13.106266515270875
flare,30,-11.650979282664032
firework,8,-12.972735122646352
arcane,17,-12.218963320269971
irrationality,11,-12.654281391527817
discriminatory,32,-11.586440761526461
unthinkable,9,-12.854952086989968
shitbag,1,-15.052176664326188
publicize,48,-11.180975653418297
duct,11,-12.654281391527817
orgy,6,-13.260417195098132
clarification,435,-8.976830633237503
atf,6,-13.260417195098132
emancipation,14,-12.41311933471093
kraut,2,-14.359029483766243
dl,34,-11.525816139710026
organiser,16,-12.279587942086406
borrowing,20,-12.056444390772196
borat,7,-13.106266515270875
iyers,9,-12.854952086989968
rcog,22,-11.961134210967872
reduction,97,-10.477465685822805
inanimate,4,-13.665882303206297
randy,61,-10.941302800152876
storylines,28,-11.719972154150984
jay316,9,-12.854952086989968
misapprehension,6,-13.260417195098132
rationalist,5,-13.442738751892087
moar,6,-13.260417195098132
shipwreck,11,-12.654281391527817
cove,12,-12.567270014538186
urantia,39,-11.38861501819654
intl,21,-12.007654226602764
torch,23,-11.916682448397038
brotherhood,53,-11.081884750774066
fellowship,31,-11.618189459841041
legitimately,38,-11.414590504599802
mailing,111,-10.342646463013853
annual,149,-10.048230358380728
calf,9,-12.854952086989968
subliminal,7,-13.106266515270875
discontinue,52,-11.10093294574476
wheres,9,-12.854952086989968
tr,56,-11.026824973591038
antagonist,33,-11.555669102859706
ra,62,-10.925042279281096
officiate,5,-13.442738751892087
corinthian,12,-12.567270014538186
irregularity,18,-12.161804906430023
thoughtless,6,-13.260417195098132
decission,6,-13.260417195098132
comitted,9,-12.854952086989968
repressive,14,-12.41311933471093
presidency,66,-10.862521922299761
hay,23,-11.916682448397038
jlatondre,1,-15.052176664326188
brendan,22,-11.961134210967872
vellala,13,-12.48722730686465
kaikola,13,-12.48722730686465
poi,9,-12.854952086989968
threatning,8,-12.972735122646352
annon,10,-12.749591571332141
uncivilised,2,-14.359029483766243
ramification,17,-12.218963320269971
bnps,4,-13.665882303206297
embarassment,13,-12.48722730686465
anachronism,24,-11.874122833978241
euthanasia,5,-13.442738751892087
setback,13,-12.48722730686465
vandalistic,18,-12.161804906430023
stope,14,-12.41311933471093
monopolize,13,-12.48722730686465
prank,52,-11.10093294574476
gothic,109,-10.360828782097043
quarrel,34,-11.525816139710026
destination,91,-10.541317157809338
copa,6,-13.260417195098132
panama,28,-11.719972154150984
panamanian,4,-13.665882303206297
til,81,-10.657727509653748
economical,26,-11.794080126304705
crane,33,-11.555669102859706
sharpton,4,-13.665882303206297
24th,32,-11.586440761526461
minesweeper,5,-13.442738751892087
brahmin,69,-10.818070159728927
kaikolar,9,-12.854952086989968
pice,1,-15.052176664326188
isai,4,-13.665882303206297
devadasis,5,-13.442738751892087
refdesk,8,-12.972735122646352
ops,25,-11.833300839457987
omniscient,8,-12.972735122646352
folly,19,-12.107737685159748
facet,34,-11.525816139710026
succesfully,7,-13.106266515270875
makings,8,-12.972735122646352
obstacle,43,-11.290976548632624
wikiversity,15,-12.344126463223978
detroit,69,-10.818070159728927
skinny,9,-12.854952086989968
anastasia,13,-12.48722730686465
mba,17,-12.218963320269971
vowel,133,-10.161827536104434
cossacks,9,-12.854952086989968
reggie,15,-12.344126463223978
parody,85,-10.609525407835871
enshrine,15,-12.344126463223978
satori,4,-13.665882303206297
1c,13,-12.48722730686465
fuckhole,1,-15.052176664326188
pst,26,-11.794080126304705
californian,12,-12.567270014538186
catechism,11,-12.654281391527817
nun,21,-12.007654226602764
drill,24,-11.874122833978241
intensive,14,-12.41311933471093
presidential,163,-9.958426463519425
edwards,58,-10.991733653779768
melissa,25,-11.833300839457987
mcewan,12,-12.567270014538186
amanda,60,-10.957832102104087
reinhard,5,-13.442738751892087
activism,52,-11.10093294574476
oregonian,8,-12.972735122646352
maven,5,-13.442738751892087
lace,11,-12.654281391527817
bruce,118,-10.281492039860522
wilson,134,-10.154336864375276
embolden,10,-12.749591571332141
stun,14,-12.41311933471093
ox,14,-12.41311933471093
cath,5,-13.442738751892087
donohue,8,-12.972735122646352
theatre,131,-10.176979341125035
herb,47,-11.202029062616129
broadway,40,-11.36329721021225
prada,11,-12.654281391527817
timely,32,-11.586440761526461
squeeze,15,-12.344126463223978
papal,34,-11.525816139710026
checker,16,-12.279587942086406
trilogy,25,-11.833300839457987
customize,47,-11.202029062616129
spotty,4,-13.665882303206297
them,14,-12.41311933471093
amon,9,-12.854952086989968
amarth,2,-14.359029483766243
dental,35,-11.496828602836773
nonexistent,18,-12.161804906430023
awake,19,-12.107737685159748
20am,5,-13.442738751892087
entrenched,24,-11.874122833978241
recluse,7,-13.106266515270875
quirky,11,-12.654281391527817
muffin,4,-13.665882303206297
dandy,13,-12.48722730686465
wally,12,-12.567270014538186
soapboxing,40,-11.36329721021225
baltic,61,-10.941302800152876
nato,88,-10.574839849847981
balts,4,-13.665882303206297
estonia,34,-11.525816139710026
baltics,18,-12.161804906430023
handicap,16,-12.279587942086406
dekker,6,-13.260417195098132
fornicate,3,-13.953564375658077
ubisoft,5,-13.442738751892087
substandard,5,-13.442738751892087
spinoff,43,-11.290976548632624
splinter,23,-11.916682448397038
starcraft,18,-12.161804906430023
hoffa,2,-14.359029483766243
mozilla,40,-11.36329721021225
mlk,18,-12.161804906430023
scout,316,-9.296434450739275
magnum,21,-12.007654226602764
sly,6,-13.260417195098132
melodic,21,-12.007654226602764
betacommandbot,12,-12.567270014538186
trivium,5,-13.442738751892087
fagot,1,-15.052176664326188
dxraw,5,-13.442738751892087
ridden,18,-12.161804906430023
saunders,12,-12.567270014538186
intensely,18,-12.161804906430023
artcle,16,-12.279587942086406
peculiar,40,-11.36329721021225
nonsens,5,-13.442738751892087
higgins,18,-12.161804906430023
geezer,2,-14.359029483766243
tch,4,-13.665882303206297
colt,26,-11.794080126304705
vindictiveness,6,-13.260417195098132
downhill,24,-11.874122833978241
sargis,6,-13.260417195098132
yuri,12,-12.567270014538186
misc,20,-12.056444390772196
sylar,7,-13.106266515270875
sheila,17,-12.218963320269971
incoming,44,-11.267987030407927
cmon,9,-12.854952086989968
dissenter,28,-11.719972154150984
recognizable,33,-11.555669102859706
firefighter,11,-12.654281391527817
sally,17,-12.218963320269971
raze,13,-12.48722730686465
tvoz,15,-12.344126463223978
aerospace,13,-12.48722730686465
marcia,7,-13.106266515270875
grim,10,-12.749591571332141
reaper,10,-12.749591571332141
vandalzing,1,-15.052176664326188
shriek,9,-12.854952086989968
listener,35,-11.496828602836773
uncompromising,11,-12.654281391527817
cradle,17,-12.218963320269971
riddle,46,-11.223535267837093
decider,9,-12.854952086989968
burner,8,-12.972735122646352
app,50,-11.140153658898042
excel,33,-11.555669102859706
soley,10,-12.749591571332141
playstation,37,-11.441258751681962
nullify,19,-12.107737685159748
fruity,6,-13.260417195098132
photography,107,-10.379347829864281
nosing,3,-13.953564375658077
ocd,19,-12.107737685159748
eject,18,-12.161804906430023
investing,25,-11.833300839457987
irl,24,-11.874122833978241
psychopathic,5,-13.442738751892087
ghosh,7,-13.106266515270875
ordinal,47,-11.202029062616129
techinc,5,-13.442738751892087
technocracy,54,-11.063192617761914
instantly,67,-10.847484044935221
appraisal,16,-12.279587942086406
technate,12,-12.567270014538186
kolzene,7,-13.106266515270875
unwary,6,-13.260417195098132
fundamentalism,18,-12.161804906430023
pdf,443,-8.958606894281052
techca,6,-13.260417195098132
spyke,5,-13.442738751892087
southeast,70,-10.803681422276828
metro,134,-10.154336864375276
rvs,5,-13.442738751892087
ipa,103,-10.417447676096552
pokemon,54,-11.063192617761914
considerably,92,-10.530388087277148
disapproval,20,-12.056444390772196
lightly,40,-11.36329721021225
discernible,8,-12.972735122646352
royalty,71,-10.789496787284872
apparatus,14,-12.41311933471093
answerable,4,-13.665882303206297
endorphin,6,-13.260417195098132
spurt,7,-13.106266515270875
nhs,13,-12.48722730686465
batangas,6,-13.260417195098132
nat,30,-11.650979282664032
vega,18,-12.161804906430023
foxworth,9,-12.854952086989968
irk,16,-12.279587942086406
veinor,2,-14.359029483766243
curricular,5,-13.442738751892087
wrecker,6,-13.260417195098132
cair,11,-12.654281391527817
rebecca,39,-11.38861501819654
sawyer,19,-12.107737685159748
kralizec,4,-13.665882303206297
presentable,6,-13.260417195098132
magician,21,-12.007654226602764
programmer,61,-10.941302800152876
bussy,4,-13.665882303206297
thompson,79,-10.682728811859166
zeta,18,-12.161804906430023
vegas,61,-10.941302800152876
depp,14,-12.41311933471093
relive,9,-12.854952086989968
capture,237,-9.584116523191057
bungie,7,-13.106266515270875
venerable,11,-12.654281391527817
inaction,13,-12.48722730686465
demo,64,-10.893293580966516
instinctive,6,-13.260417195098132
enjoyment,23,-11.916682448397038
asymmetric,9,-12.854952086989968
apt,38,-11.414590504599802
overreaction,6,-13.260417195098132
spiteful,9,-12.854952086989968
visual,152,-10.028296143479912
digit,73,-10.761717223177797
individually,54,-11.063192617761914
subtests,5,-13.442738751892087
bw,17,-12.218963320269971
standardized,35,-11.496828602836773
deviation,32,-11.586440761526461
explainable,8,-12.972735122646352
correlation,58,-10.991733653779768
magnitude,79,-10.682728811859166
pp,187,-9.8210680474716
narrowing,8,-12.972735122646352
literacy,25,-11.833300839457987
inequality,37,-11.441258751681962
jensen,26,-11.794080126304705
statistical,124,-10.23189509872115
pf,19,-12.107737685159748
rightist,7,-13.106266515270875
wdw,5,-13.442738751892087
witht,7,-13.106266515270875
walt,96,-10.487828472858352
disney,251,-9.526723725194403
woudl,8,-12.972735122646352
imdb,259,-9.495348602626649
tall,147,-10.06174407754745
criss,5,-13.442738751892087
herzegovina,31,-11.618189459841041
lego,15,-12.344126463223978
obsessively,13,-12.48722730686465
compel,74,-10.748111571122017
wireless,63,-10.909041937934655
malignant,4,-13.665882303206297
downgrading,8,-12.972735122646352
romani,49,-11.160356366215561
jmlk17,5,-13.442738751892087
metallica,30,-11.650979282664032
stake,99,-10.457056814191597
assemble,50,-11.140153658898042
jihadi,4,-13.665882303206297
summarize,312,-9.309173476516705
twinkle,92,-10.530388087277148
bt,21,-12.007654226602764
contemplate,31,-11.618189459841041
fro,18,-12.161804906430023
lloyd,43,-11.290976548632624
dyk,509,-8.819728647775664
kmk,7,-13.106266515270875
dearth,12,-12.567270014538186
mujahideen,9,-12.854952086989968
jamesmlane,6,-13.260417195098132
glick,8,-12.972735122646352
politico,19,-12.107737685159748
perk,14,-12.41311933471093
dp,57,-11.009125396491637
leobold,7,-13.106266515270875
flippant,7,-13.106266515270875
nasser,11,-12.654281391527817
souza,9,-12.854952086989968
titan,27,-11.756339798321859
webcomic,14,-12.41311933471093
knickers,3,-13.953564375658077
yoshi,9,-12.854952086989968
reproduce,132,-10.169374741739816
gameplay,50,-11.140153658898042
innovate,9,-12.854952086989968
evolutionary,94,-10.508881882056183
natalie,23,-11.916682448397038
portman,5,-13.442738751892087
dowager,7,-13.106266515270875
empress,22,-11.961134210967872
paraphernalia,5,-13.442738751892087
steadfastly,6,-13.260417195098132
tran,14,-12.41311933471093
pathological,19,-12.107737685159748
boil,90,-10.552366993995923
sociopath,7,-13.106266515270875
allison,20,-12.056444390772196
claymort,4,-13.665882303206297
mclaren,12,-12.567270014538186
representation,247,-9.54278832769821
ana,39,-11.38861501819654
pedro,49,-11.160356366215561
riana,18,-12.161804906430023
arsed,13,-12.48722730686465
qst,3,-13.953564375658077
replay,25,-11.833300839457987
lold,7,-13.106266515270875
newburgh,4,-13.665882303206297
purposely,43,-11.290976548632624
unnotable,19,-12.107737685159748
bj,12,-12.567270014538186
fenwick,5,-13.442738751892087
barbaro,34,-11.525816139710026
adventurer,8,-12.972735122646352
actuality,28,-11.719972154150984
tiki,13,-12.48722730686465
hoot,7,-13.106266515270875
f550,4,-13.665882303206297
ebay,62,-10.925042279281096
vandilising,3,-13.953564375658077
rigid,28,-11.719972154150984
exasperation,4,-13.665882303206297
tuba,6,-13.260417195098132
magna,17,-12.218963320269971
kumar,45,-11.245514174555868
rao,49,-11.160356366215561
telugu,58,-10.991733653779768
adi,29,-11.684880834339713
kannada,80,-10.670150029652305
andhra,55,-11.044843479093716
pradesh,71,-10.789496787284872
reddy,7,-13.106266515270875
krishnadevaraya,4,-13.665882303206297
institutes,37,-11.441258751681962
predecessor,51,-11.120351031601862
selfishly,5,-13.442738751892087
work,9,-12.854952086989968
speechless,13,-12.48722730686465
nee,16,-12.279587942086406
mead,25,-11.833300839457987
screenwriter,8,-12.972735122646352
marion,21,-12.007654226602764
incarcerate,11,-12.654281391527817
reunite,14,-12.41311933471093
maximum,135,-10.146901885887758
unethical,56,-11.026824973591038
eligible,80,-10.670150029652305
grimaldi,5,-13.442738751892087
genio,5,-13.442738751892087
gustav,19,-12.107737685159748
francesco,16,-12.279587942086406
della,10,-12.749591571332141
gianos,13,-12.48722730686465
tid,7,-13.106266515270875
resemble,104,-10.407785765184816
zorzi,5,-13.442738751892087
crummy,8,-12.972735122646352
dinky,5,-13.442738751892087
individualist,19,-12.107737685159748
genoa,9,-12.854952086989968
unscrupulous,12,-12.567270014538186
oblivion,13,-12.48722730686465
msnbc,59,-10.974639220420467
glee,27,-11.756339798321859
hem,8,-12.972735122646352
castros,4,-13.665882303206297
polishing,12,-12.567270014538186
decadent,7,-13.106266515270875
unlimited,34,-11.525816139710026
jose,68,-10.83266895915008
bolivar,6,-13.260417195098132
postcard,12,-12.567270014538186
subjugate,12,-12.567270014538186
rejoice,8,-12.972735122646352
vane,6,-13.260417195098132
impartially,8,-12.972735122646352
kenosis,18,-12.161804906430023
circ,11,-12.654281391527817
implant,24,-11.874122833978241
restoration,99,-10.457056814191597
skunk,21,-12.007654226602764
elsberry,5,-13.442738751892087
sleazy,9,-12.854952086989968
pz,8,-12.972735122646352
myers,27,-11.756339798321859
caltlas,1,-15.052176664326188
youcaltlas,1,-15.052176664326188
gena,15,-12.344126463223978
eban,6,-13.260417195098132
tampon,2,-14.359029483766243
clogged,5,-13.442738751892087
connecticut,77,-10.708371242472504
royce,20,-12.056444390772196
weed,12,-12.567270014538186
instrumental,35,-11.496828602836773
kathy,20,-12.056444390772196
osirisv,5,-13.442738751892087
crass,16,-12.279587942086406
sniping,22,-11.961134210967872
zulu,16,-12.279587942086406
weary,28,-11.719972154150984
fascistic,11,-12.654281391527817
gaimhreadhan,5,-13.442738751892087
mentor,103,-10.417447676096552
sirfozzie,5,-13.442738751892087
ssp,19,-12.107737685159748
domer48,13,-12.48722730686465
wrongful,20,-12.056444390772196
perverse,16,-12.279587942086406
brixton,10,-12.749591571332141
buster,26,-11.794080126304705
kiwiexile,22,-11.961134210967872
dmoz,36,-11.468657725870077
culprit,17,-12.218963320269971
hue,9,-12.854952086989968
whiteness,5,-13.442738751892087
portugal,96,-10.487828472858352
purity,22,-11.961134210967872
spains,10,-12.749591571332141
trait,134,-10.154336864375276
puerto,102,-10.427203851041916
ricans,19,-12.107737685159748
chilean,28,-11.719972154150984
argentine,43,-11.290976548632624
anglos,7,-13.106266515270875
erratic,12,-12.567270014538186
bishzilla,4,-13.665882303206297
despair,11,-12.654281391527817
whirl,8,-12.972735122646352
tornado,59,-10.974639220420467
yomangani,4,-13.665882303206297
zilla,10,-12.749591571332141
slouch,5,-13.442738751892087
bbs,17,-12.218963320269971
sermon,25,-11.833300839457987
athletic,41,-11.33860459762188
baltimore,38,-11.414590504599802
swathe,7,-13.106266515270875
unbridle,4,-13.665882303206297
mozart,27,-11.756339798321859
cuerden,1,-15.052176664326188
unrecognised,5,-13.442738751892087
module,93,-10.519577171172932
pid,15,-12.344126463223978
dravidian,28,-11.719972154150984
sphincter,4,-13.665882303206297
hobbyist,7,-13.106266515270875
profane,18,-12.161804906430023
unpunished,12,-12.567270014538186
hysterically,5,-13.442738751892087
sinful,5,-13.442738751892087
heretical,9,-12.854952086989968
googie,8,-12.972735122646352
editer,6,-13.260417195098132
corny,4,-13.665882303206297
donnie,6,-13.260417195098132
rios,7,-13.106266515270875
homeopathy,90,-10.552366993995923
creationism,123,-10.23999230895377
laddie,6,-13.260417195098132
longwinded,5,-13.442738751892087
hitter,31,-11.618189459841041
wikify,56,-11.026824973591038
southwestern,16,-12.279587942086406
ontario,150,-10.04154137022993
indentify,6,-13.260417195098132
heartland,5,-13.442738751892087
geography,158,-9.98958163129922
restate,39,-11.38861501819654
boychat,2,-14.359029483766243
lob,5,-13.442738751892087
grenade,19,-12.107737685159748
infernal,9,-12.854952086989968
extension,151,-10.034896827511263
abusively,22,-11.961134210967872
contagious,6,-13.260417195098132
norse,57,-11.009125396491637
ultranationalist,3,-13.953564375658077
marsh,15,-12.344126463223978
sumerians,6,-13.260417195098132
jul,49,-11.160356366215561
banhammer,5,-13.442738751892087
rihannas,8,-12.972735122646352
fergie,5,-13.442738751892087
fanboyism,6,-13.260417195098132
articl,10,-12.749591571332141
biggy,4,-13.665882303206297
avro,13,-12.48722730686465
wrap,79,-10.682728811859166
jade,31,-11.618189459841041
apoligise,6,-13.260417195098132
sprouse,6,-13.260417195098132
hannah,26,-11.794080126304705
h5n1,7,-13.106266515270875
pandemic,9,-12.854952086989968
cumulative,15,-12.344126463223978
oic,5,-13.442738751892087
snowflake,7,-13.106266515270875
toa,8,-12.972735122646352
rotate,101,-10.437056147484927
bart,24,-11.874122833978241
ac,137,-10.132195738498062
zinn,7,-13.106266515270875
pornstar,5,-13.442738751892087
devout,34,-11.525816139710026
cc,158,-9.98958163129922
celebs,8,-12.972735122646352
1990s,98,-10.467209185655616
bgcolor,105,-10.398216314168664
efefef,12,-12.567270014538186
feasible,40,-11.36329721021225
musically,8,-12.972735122646352
freddie,16,-12.279587942086406
mercury,64,-10.893293580966516
carelessness,6,-13.260417195098132
barnes,41,-11.33860459762188
freddies,6,-13.260417195098132
marin,6,-13.260417195098132
bcn,5,-13.442738751892087
wiafa,5,-13.442738751892087
wipo,5,-13.442738751892087
rw,26,-11.794080126304705
bullsh,4,-13.665882303206297
ht,8,-12.972735122646352
andre,33,-11.555669102859706
gyrofrog,4,-13.665882303206297
desu,1,-15.052176664326188
kinu,5,-13.442738751892087
undeleting,15,-12.344126463223978
veracity,56,-11.026824973591038
baned,5,-13.442738751892087
posibility,5,-13.442738751892087
derrick,7,-13.106266515270875
keyes,8,-12.972735122646352
kingston,17,-12.218963320269971
sturgeon,12,-12.567270014538186
dept,51,-11.120351031601862
motel,9,-12.854952086989968
ladder,21,-12.007654226602764
derhexer,4,-13.665882303206297
perspicacite,6,-13.260417195098132
zntrip,6,-13.260417195098132
unison,8,-12.972735122646352
lightgreen,9,-12.854952086989968
herewith,8,-12.972735122646352
conley,11,-12.654281391527817
commun,4,-13.665882303206297
jamaican,26,-11.794080126304705
sociopathic,7,-13.106266515270875
coatracking,7,-13.106266515270875
cooldown,2,-14.359029483766243
groundhog,6,-13.260417195098132
alarmed,13,-12.48722730686465
backstage,20,-12.056444390772196
donna,16,-12.279587942086406
goldsmith,5,-13.442738751892087
flexible,50,-11.140153658898042
ust,44,-11.267987030407927
maryland,70,-10.803681422276828
mustard,16,-12.279587942086406
liam,19,-12.107737685159748
stratum,12,-12.567270014538186
shaw,38,-11.414590504599802
effeminate,4,-13.665882303206297
bitchy,7,-13.106266515270875
boast,31,-11.618189459841041
ammendment,11,-12.654281391527817
legalize,11,-12.654281391527817
publically,30,-11.650979282664032
ascribe,46,-11.223535267837093
vez,13,-12.48722730686465
venezuelan,21,-12.007654226602764
gringo,4,-13.665882303206297
scold,15,-12.344126463223978
styx,3,-13.953564375658077
incarnation,52,-11.10093294574476
keeper,46,-11.223535267837093
mundo,15,-12.344126463223978
sequitur,26,-11.794080126304705
jingiby,6,-13.260417195098132
gamut,9,-12.854952086989968
cal,27,-11.756339798321859
kow,6,-13.260417195098132
bass,139,-10.117702731195497
erie,10,-12.749591571332141
gora,6,-13.260417195098132
uw,49,-11.160356366215561
scalp,6,-13.260417195098132
eleemosynary,5,-13.442738751892087
disk,52,-11.10093294574476
layla,4,-13.665882303206297
pang,13,-12.48722730686465
yugoslav,95,-10.498299772725646
denialist,20,-12.056444390772196
tobacco,49,-11.160356366215561
denialism,26,-11.794080126304705
denialists,22,-11.961134210967872
patiently,29,-11.684880834339713
fut,11,-12.654281391527817
dodona,17,-12.218963320269971
dentist,29,-11.684880834339713
toothpaste,6,-13.260417195098132
salesman,4,-13.665882303206297
transporter,12,-12.567270014538186
esa,10,-12.749591571332141
slipknot,6,-13.260417195098132
soad,15,-12.344126463223978
adhd,22,-11.961134210967872
dyslexia,12,-12.567270014538186
fantasia,5,-13.442738751892087
lovechild,7,-13.106266515270875
mixtape,13,-12.48722730686465
browne,15,-12.344126463223978
freezing,19,-12.107737685159748
jonah,15,-12.344126463223978
nimmo,5,-13.442738751892087
emphasise,43,-11.290976548632624
eskimo,12,-12.567270014538186
sur,45,-11.245514174555868
floyd,51,-11.120351031601862
everythings,9,-12.854952086989968
astonishing,23,-11.916682448397038
aqua,10,-12.749591571332141
hunger,37,-11.441258751681962
theater,87,-10.586268545671604
safely,48,-11.180975653418297
gigantic,21,-12.007654226602764
colmes,19,-12.107737685159748
shitface,1,-15.052176664326188
sundry,13,-12.48722730686465
negotiable,40,-11.36329721021225
insider,62,-10.925042279281096
greenpeace,7,-13.106266515270875
mccain,56,-11.026824973591038
locker,10,-12.749591571332141
sefton,3,-13.953564375658077
sag,6,-13.260417195098132
hansen,16,-12.279587942086406
tribute,109,-10.360828782097043
malaysia,82,-10.645457417061934
whaling,17,-12.218963320269971
decimate,7,-13.106266515270875
eco,21,-12.007654226602764
waf,8,-12.972735122646352
fragile,10,-12.749591571332141
jazz,103,-10.417447676096552
nigh,9,-12.854952086989968
anachronistic,22,-11.961134210967872
chaotic,32,-11.586440761526461
neutron,38,-11.414590504599802
canvass,172,-9.904682187512734
beh,17,-12.218963320269971
lauren,17,-12.218963320269971
caitlin,4,-13.665882303206297
trillion,34,-11.525816139710026
retentive,11,-12.654281391527817
enthusiasm,41,-11.33860459762188
librarian,48,-11.180975653418297
wool,32,-11.586440761526461
upton,5,-13.442738751892087
managua,30,-11.650979282664032
kieferskunk,6,-13.260417195098132
dontcha,3,-13.953564375658077
stew,8,-12.972735122646352
costa,51,-11.120351031601862
rica,26,-11.794080126304705
nuthin,4,-13.665882303206297
bedini,5,-13.442738751892087
competent,72,-10.775510545310132
mythbusters,6,-13.260417195098132
vasco,16,-12.279587942086406
repulse,10,-12.749591571332141
unimaginable,6,-13.260417195098132
obstruction,14,-12.41311933471093
silverstein,6,-13.260417195098132
fer,6,-13.260417195098132
manic,22,-11.961134210967872
wasp,12,-12.567270014538186
puzzle,107,-10.379347829864281
controller,45,-11.245514174555868
full,13,-12.48722730686465
wellington,36,-11.468657725870077
gulf,87,-10.586268545671604
monobook,36,-11.468657725870077
arabist,5,-13.442738751892087
erin,18,-12.161804906430023
nintendos,11,-12.654281391527817
moulton,19,-12.107737685159748
tought,5,-13.442738751892087
lana,22,-11.961134210967872
chord,35,-11.496828602836773
fiscal,18,-12.161804906430023
lp,34,-11.525816139710026
hijo,2,-14.359029483766243
mam,9,-12.854952086989968
kenneth,58,-10.991733653779768
gloria,24,-11.874122833978241
copeland,10,-12.749591571332141
kellie,5,-13.442738751892087
watermelon,5,-13.442738751892087
yogurt,21,-12.007654226602764
krusty,5,-13.442738751892087
spongebob,37,-11.441258751681962
overweight,25,-11.833300839457987
editwarring,18,-12.161804906430023
